tcad_x_um,tcad_lateral_um,electric_field_V_per_cm,electron_velocity_cm_per_s,hole_velocity_cm_per_s,electron_active_drift_ps,hole_active_drift_ps,electron_full_contact_drift_ps,hole_full_contact_drift_ps,electron_multiplication_to_cathode,hole_multiplication_to_anode
-11.17814687499999,-70.0,126777.8372399381,10307900.510920683,7791699.123289814,530.5523297440108,128.41080085846522,530.5523297440108,13907.369489952202,9.868529966924852,1.000000000426513
-9.581268749999996,-70.0,127851.728733417,10311580.501426822,7797151.607473802,546.0413536909049,107.92335957188959,546.0413536909049,13886.882048665626,9.868584788146583,1.000000000406976
-7.984390624999997,-70.0,128924.8177460065,10315384.592596382,7802508.37454567,561.5247577887341,87.45011444809586,561.5247577887341,13866.408803541834,9.868654791154214,1.0000000003765195
-6.387512499999998,-70.0,129732.0317544932,10295376.139296366,7789351.250351116,577.0203491517569,66.96661471790424,577.0203491517569,13845.925303811642,9.86874059917866,1.0000000003326877
-5.589073437499998,-70.0,130539.1866374753,10315929.47897755,7805747.511129748,584.7679404130046,56.72698805962045,584.7679404130046,13835.685677153358,9.868791532880822,1.000000000302755
-4.79063437499999,-70.0,131074.9464980796,10318019.207391415,7808339.585460167,592.5070220868574,46.49982486314411,592.5070220868574,13825.45851395688,9.86885011014365,1.000000000264202
-3.992195312499998,-70.0,131610.5152606379,10321103.769747876,7810909.265926334,600.2441636429039,36.27604148267301,600.2441636429039,13815.23473057641,9.868915565255003,1.0000000002167975
-3.193756249999999,-70.0,132145.8944841154,10325405.10994449,7813457.306685169,607.9785375441454,26.055606881061976,607.9785375441454,13805.0142959748,9.868988359131436,1.0000000001586575
-2.395317187499991,-70.0,132547.6866248615,10326749.754877502,7806909.810316319,615.7107966823411,15.83255390408624,615.7107966823411,13794.791242997824,9.86906728966273,1.0000000000895188
-1.996097656249999,-70.0,132949.4371769121,10351188.697162122,7814708.143735574,619.5721109021048,10.721436324453066,619.5721109021048,13789.68012541819,9.869108464211804,1.0000000000493934
-1.596878124999999,-70.0,133215.1857148322,10291880.554980146,7840111.1245333655,623.4399739768985,5.621146431472198,623.4399739768985,13784.57983552521,9.869148131071311,1.0000000000152347
-1.19765859375,-70.0,66901.26995593181,10376856.413113851,6491079.828922928,627.3030671110317,0.0,627.3030671110317,13778.958689093737,9.86917532035686,1.000000000001319
-0.7984390624999997,-70.0,249.7664269297968,68949.17667548532,39235.7687007129,918.7294268852141,0.0,918.7294268852141,13267.139176104227,9.869183693372417,1.0
