event_id,primary_charge_fC,preirradiation_full_collection_charge_fC,effective_electron_multiplication,primary_electron_induced_charge_fC,primary_hole_induced_charge_fC,primary_charge_weighted_electron_active_drift_ps,primary_charge_weighted_hole_active_drift_ps,gain_charge_weighted_electron_active_drift_ps,primary_charge_weighted_electron_full_contact_drift_ps,primary_charge_weighted_hole_full_contact_drift_ps,max_electron_drift_ps,max_hole_drift_ps
4275,1.004037749038952,9.792497665166593,9.753117026266997,0.5407968992803297,0.46324084975862223,527.5912920306167,276.01411109272993,532.1354808357127,527.5912920306167,14226.044838055399,5821.551514728952,625.2434725214052
4276,0.5812929987714919,5.546082228459442,9.540941040371319,0.31215309773335925,0.26913990103813296,624.9441655316667,277.2156316699849,641.417539389427,624.9441655316667,14067.335939764409,5821.551514728952,625.2434734314986
4277,0.604785254638298,5.861507707885789,9.691882635914068,0.2953333765163337,0.3094518781219642,686.0845894796676,309.6416978151821,695.9703162018566,686.0845894796676,13959.723404756263,5821.551514728952,625.2434724489398
4278,0.5401058033094738,5.257498649630771,9.734201368353547,0.2474427005816558,0.2926631027278178,400.9325099142173,328.64403964438463,404.4609027294876,400.9325099142173,14422.137296936728,5821.551514728952,625.243473596306
4279,0.7165278865926953,7.071382262791373,9.868956107790744,0.3957395357247624,0.32078835086793284,517.0677460508768,266.5217750219062,517.0765501738504,517.0677460508768,14246.239136924476,5821.551514728952,612.9907533692782
4280,0.6160664067881843,6.012911403531697,9.760167633355561,0.31359657108930333,0.30246983569888103,413.42667545062193,294.76537296535315,416.40738203779813,413.42667545062193,14410.351100006645,5821.551514728952,625.2434756652302
4281,0.611986816170825,5.983656775810821,9.777427581284027,0.29919978659362917,0.3127870295771959,410.2279891294622,308.17029330715013,412.70143749994895,410.2279891294622,14412.260314902127,5821.551514728952,625.2434750161017
4282,0.6165169236975139,5.922599047550744,9.60654739537465,0.30887735811981737,0.3076395655776964,589.9968821229577,301.0283854865653,602.133168732803,589.9968821229577,14118.431998446596,5821.551514728952,625.2434742291804
4283,0.7348700204675248,7.16872551781786,9.755093170431843,0.3686228886379987,0.36624713182952606,446.2686316653447,299.95673921702917,449.77649515157003,446.2686316653447,14355.355404257392,5821.551514728952,625.2434728320409
4284,0.8930957664154376,8.75952644202034,9.808048331902748,0.4587405869852527,0.43435517943018487,470.086522041814,291.87450557444816,472.10339552709786,470.086522041814,14317.679297790339,5821.551514728952,625.2434747072423
4285,0.41371481330521387,4.071549742299984,9.841440556048546,0.20887487216138487,0.20483994114382909,543.1733851869427,298.3527830216355,544.297573958458,543.1733851869427,14194.946781755985,5821.551514728952,625.2434746332692
4286,0.4314672182009118,4.253095789866789,9.85728604736396,0.21955957308138288,0.2119076451195289,636.8978761867695,296.1266058724158,637.5002871019673,636.8978761867695,14040.997095972343,5821.551514728952,625.2434737637425
4287,1.1562651776460986,11.301353463383048,9.774015236184935,0.4378498202599086,0.7184153573861899,353.3267643758277,380.9633067298185,355.33924634777856,353.3267643758277,14487.918101371893,5821.551514728952,625.2434752767743
