event_id,primary_charge_fC,preirradiation_full_collection_charge_fC,effective_electron_multiplication,primary_electron_induced_charge_fC,primary_hole_induced_charge_fC,primary_charge_weighted_electron_drift_ps,primary_charge_weighted_hole_drift_ps,gain_charge_weighted_electron_drift_ps,max_electron_drift_ps,max_hole_drift_ps
22,0.4662836273945485,4.540208836605264,9.737011059072724,0.24963431150619905,0.21664931588834935,303.87694970559596,3372.517505557326,307.79821952157045,1233.3003280060782,3800.9683857867535
23,0.6965670711806278,6.824462924448052,9.797280415339058,0.3934419106631606,0.3031251605174672,317.0486184834779,3357.0137375351587,319.26632717996495,1233.3003280060782,3800.9683871411758
24,0.5210731450475707,5.052132839934257,9.695630811050583,0.2738262568598012,0.2472468881877695,307.2138809527433,3355.9184439884107,312.44725690703126,1233.3003280060782,3800.968386832767
25,0.5676013270655424,5.52580314041168,9.735359797306465,0.3255305757701086,0.24207075129543384,304.5600844215042,3398.4919223937027,308.5411131394292,1233.3003280060782,3800.9683876787394
26,0.43392115936509523,4.276160995773911,9.854695728668094,0.2275817906102924,0.20633936875480288,305.86276229443024,3358.9673805655616,306.2896235673619,1233.3003280060782,3800.9683861856906
27,0.8340862422900316,8.22189600561256,9.857369164894596,0.3754777426499982,0.45860849964003336,254.73818850940106,3448.417884946703,255.02320620305954,1233.3003280060782,3800.968386485716
28,0.7563646648795559,7.331958940036944,9.69368253235956,0.4017041577447579,0.3546605071347979,297.63513675738744,3386.949151859147,302.75148658834325,1233.3003280060782,3800.96838744479
29,0.7120296317304494,6.844469859212417,9.612619411046511,0.3682443237303104,0.34378530800013885,291.5658814635419,3393.838204031627,298.94780144336454,1233.3003280060782,3800.968385751303
30,0.6116074406883225,5.945879473158723,9.721725207376549,0.3062052862772248,0.30540215441109775,283.34598682907443,3404.8776718192594,287.4158122129251,1233.3003280060782,3800.9683855683566
31,0.610049499496075,5.781615944963692,9.477289875230674,0.32772251187018814,0.2823269876258869,303.332294099363,3375.3921067671567,315.2578114286871,1233.3003280060782,3800.9683865487486
